50
Processing time
44	51	28	30	36	52	52	47	75	44	36	64	54	42	0	37	76	69	46	45	31	50	77	53	39	45	47	55	40	41	39	80	32	64	36	46	80	40	55	71	54	55	50	47	49	35	54	43	53	44	
14	15	3	10	15	41	10	18	34	38	28	32	82	15	16	0	37	27	35	9	6	19	38	41	5	13	14	17	7	6	9	62	13	36	19	8	83	23	48	40	50	31	12	11	31	6	72	19	14	8	
66	65	4	75	39	62	62	55	80	53	38	80	81	39	63	26	0	83	56	49	54	56	80	67	35	49	62	79	62	48	46	80	29	77	42	77	87	62	77	88	60	61	35	78	63	35	80	63	74	72	
89	90	14	72	56	92	89	39	80	62	48	91	87	93	82	64	84	0	63	24	33	79	95	58	19	81	72	64	75	61	29	93	25	87	59	49	96	83	71	94	65	79	84	55	57	26	83	76	78	64	
45	47	43	28	31	47	47	36	76	41	39	71	73	38	49	16	67	78	0	25	45	48	60	49	18	42	43	47	29	35	34	51	35	63	42	45	74	38	69	53	52	49	44	46	42	29	74	36	54	25	
36	38	13	15	18	38	40	26	65	32	21	46	44	21	31	6	20	22	35	0	17	26	72	36	13	34	20	42	15	21	16	70	20	23	25	25	20	24	39	85	37	30	31	20	32	12	21	20	22	20	
16	31	3	10	13	29	22	32	13	36	30	70	64	34	18	6	68	11	38	17	0	36	30	44	5	36	21	18	6	18	7	89	17	24	25	39	76	18	60	51	19	17	6	35	15	6	59	19	49	19	
43	50	46	19	43	50	51	41	50	40	43	69	64	40	51	29	61	83	49	30	15	0	74	51	45	43	37	51	12	44	35	78	33	59	46	49	77	41	68	62	55	52	34	49	48	26	56	32	54	32	
79	87	33	31	43	84	79	39	83	55	36	83	86	63	79	31	93	94	58	64	17	94	0	68	33	62	66	88	41	88	25	95	69	86	95	89	97	28	95	94	92	66	70	49	67	71	82	56	69	85	
50	53	7	25	51	52	53	50	71	50	43	72	83	38	52	21	77	65	48	26	49	50	66	0	47	45	53	55	30	26	40	78	24	59	42	50	89	28	64	54	55	54	41	48	48	27	72	23	57	31	
11	16	2	5	14	35	24	9	53	30	13	36	20	18	32	5	42	93	22	13	4	13	80	38	0	36	17	29	6	19	8	21	11	63	17	39	90	9	57	79	24	40	16	22	18	5	43	8	40	16	
40	49	41	23	21	51	42	39	63	40	34	60	64	41	47	31	76	46	45	39	27	49	77	50	11	0	41	50	37	40	10	78	22	46	38	43	57	32	69	80	55	44	40	45	42	24	61	22	53	38	
37	49	34	16	20	41	45	36	51	38	34	47	62	36	38	30	53	68	39	25	17	41	54	50	28	41	0	45	29	33	24	71	26	44	34	40	81	34	37	82	36	50	35	43	39	31	60	24	59	33	
38	54	12	31	45	54	53	42	62	50	39	68	85	54	54	53	60	86	48	31	21	51	76	55	21	50	37	0	20	32	35	77	31	58	48	46	61	40	68	63	56	56	35	47	44	29	70	42	60	53	
16	31	8	10	12	49	20	26	71	26	24	10	78	30	41	9	53	43	26	14	9	21	84	34	6	19	23	21	0	23	10	83	18	49	27	21	60	14	63	31	18	39	21	38	35	6	68	16	17	19	
37	35	18	13	20	43	29	29	27	35	26	47	74	31	31	9	77	66	43	22	18	41	90	39	8	35	33	48	18	0	18	42	21	37	28	36	55	26	60	58	38	50	27	26	31	10	68	23	50	21	
12	14	2	10	12	47	30	33	36	12	30	34	55	30	24	8	56	32	22	17	9	24	36	42	7	23	24	13	10	13	0	14	19	43	20	15	26	21	42	91	28	19	14	23	30	9	55	15	13	12	
83	64	50	54	35	66	85	65	88	84	78	84	89	88	55	42	87	92	54	62	14	54	95	61	79	77	53	56	39	70	43	0	81	87	65	53	92	66	86	92	58	77	83	54	87	62	91	62	63	70	
29	21	18	14	18	21	44	32	21	22	25	75	52	32	26	7	24	66	37	20	15	40	27	28	8	22	23	32	10	25	10	21	0	45	31	40	59	25	39	24	53	53	21	30	27	12	23	20	42	20	
54	64	47	23	29	54	65	60	71	41	38	78	84	55	53	37	79	73	60	39	38	58	70	63	44	63	51	61	34	33	43	81	28	0	38	58	72	33	67	85	60	64	35	63	64	56	67	25	62	25	
37	35	14	20	24	46	40	34	66	36	34	65	37	35	43	19	78	53	34	26	22	47	51	35	28	41	35	51	24	33	11	65	22	53	0	37	75	29	55	76	47	41	34	37	36	8	79	28	35	28	
40	46	36	21	38	44	45	38	57	42	38	67	45	43	49	11	75	81	45	41	7	47	52	51	19	42	40	44	10	32	29	53	24	47	35	0	70	33	67	51	48	51	42	45	43	35	50	33	56	37	
92	80	40	72	72	72	56	74	83	48	57	82	96	39	88	80	83	96	96	63	94	52	97	63	44	91	85	67	27	52	80	94	34	73	48	84	0	81	78	95	87	75	43	78	68	26	97	74	83	86	
28	47	7	27	26	33	28	29	34	38	28	66	71	34	39	23	36	35	40	27	15	49	78	29	9	35	29	43	12	26	16	73	21	62	31	30	64	0	69	69	32	38	28	44	38	14	38	21	55	23	
58	51	54	41	46	53	60	68	77	57	48	76	84	68	62	55	75	70	63	35	45	60	81	56	5	47	45	67	50	32	49	90	67	68	45	61	94	68	0	77	59	63	49	48	65	26	76	31	68	27	
85	60	45	87	74	77	70	68	81	93	50	87	87	72	52	7	88	94	82	27	25	62	94	80	44	82	53	78	75	79	43	92	31	91	83	74	97	82	87	0	57	92	58	91	82	18	82	69	93	82	
52	53	51	39	52	53	53	55	74	49	40	56	73	44	55	42	73	60	54	46	8	50	57	54	47	43	39	56	25	38	53	65	24	60	43	55	58	50	57	78	0	56	50	53	45	47	76	34	60	47	
40	53	15	42	53	52	54	51	73	54	51	62	65	52	54	23	63	88	52	47	46	54	95	54	9	44	54	56	49	32	53	57	34	62	43	51	87	35	67	58	56	0	44	52	48	32	59	27	58	38	
35	47	14	32	33	44	36	35	62	38	34	34	52	37	41	30	38	53	40	22	30	47	54	52	14	40	35	52	12	29	12	85	27	36	34	41	84	32	35	82	49	55	0	37	39	22	51	28	40	24	
45	48	17	29	43	49	49	37	49	41	44	73	47	45	48	11	72	87	46	45	40	47	62	53	25	42	43	50	12	33	19	78	44	63	38	44	77	28	57	69	46	55	41	0	42	22	57	22	55	44	
38	45	36	40	29	43	46	39	65	41	38	46	62	39	50	19	52	46	44	39	18	49	73	49	15	42	36	49	41	30	25	46	38	58	37	43	51	33	57	63	48	51	39	42	0	31	52	28	52	34	
27	18	3	9	13	31	39	14	61	35	12	13	58	15	28	6	25	15	9	7	6	17	49	41	4	36	12	30	6	22	7	72	14	52	33	27	39	18	69	60	21	45	30	20	26	0	26	13	51	7	
73	72	10	72	52	71	75	70	80	46	70	80	83	61	71	39	80	87	47	68	72	53	86	60	18	52	57	76	67	45	39	84	41	79	72	67	80	45	76	90	59	68	50	68	45	35	0	34	79	60	
30	29	5	15	19	47	51	23	30	30	24	52	45	34	51	17	63	40	20	20	16	31	82	37	12	35	24	54	14	21	16	40	20	38	31	37	54	27	29	46	25	27	28	20	35	17	52	0	40	20	
52	50	29	35	44	55	55	48	74	46	34	69	78	45	58	35	69	91	49	61	16	58	79	60	16	54	51	59	48	36	15	82	30	65	52	54	97	49	67	73	57	58	49	60	59	19	77	25	0	44	
31	22	18	18	18	30	49	22	47	35	22	25	37	26	30	11	24	27	23	20	19	34	77	48	16	31	26	31	15	24	13	51	20	51	21	33	35	25	27	26	52	26	24	30	30	17	32	20	55	0	

Due time
2318	2436	150	660	827	2203	1789	698	2760	2493	1647	1819	4324	177	436	203	2208	3917	469	202	392	753	1077	3206	482	2356	1111	1726	997	371	601	248	717	3607	524	1476	4386	1472	918	3540	865	1320	1807	1481	511	495	2748	936	1786	318	
